outer_fold,model,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__linear_svm__C,param_model__rbf_features__gamma,param_model__rbf_features__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score
5,Approx RBF SVM,194.77504885196686,53.60428213399461,1.2821611166000366,0.08335968625419891,0.5,0.0005,300,"{'model__linear_svm__C': 0.5, 'model__rbf_features__gamma': 0.0005, 'model__rbf_features__n_components': 300}",0.9038270426892557,0.9044497025075647,0.9028938166716453,0.9013435894208969,0.9031285378223406,0.0011698846085178417,32
5,Approx RBF SVM,332.6946417093277,89.12195136925456,2.538004517555237,0.07703408830272283,0.5,0.0005,500,"{'model__linear_svm__C': 0.5, 'model__rbf_features__gamma': 0.0005, 'model__rbf_features__n_components': 500}",0.9046589855532972,0.9059484843882153,0.9043444592648698,0.9030319573626906,0.9044959716422682,0.0010371427847263549,31
5,Approx RBF SVM,203.24341881275177,33.79164957894669,1.2702993154525757,0.08134759710317227,0.5,0.001,300,"{'model__linear_svm__C': 0.5, 'model__rbf_features__gamma': 0.001, 'model__rbf_features__n_components': 300}",0.9145259817043866,0.9173644578345871,0.9163640251192771,0.9145717648381494,0.9157065573741,0.001210620789553853,28
5,Approx RBF SVM,321.053613781929,35.23780459790375,2.595616936683655,0.09026703463829952,0.5,0.001,500,"{'model__linear_svm__C': 0.5, 'model__rbf_features__gamma': 0.001, 'model__rbf_features__n_components': 500}",0.9161592067971134,0.9187732304261966,0.9179586825011057,0.916994850639121,0.9174714925908842,0.000985032607990574,27
5,Approx RBF SVM,229.85811752080917,45.136377255035214,1.2757013440132141,0.07907227601871981,0.5,0.003,300,"{'model__linear_svm__C': 0.5, 'model__rbf_features__gamma': 0.003, 'model__rbf_features__n_components': 300}",0.9314175741428488,0.9334253639078589,0.9331315668884077,0.9280525145354339,0.9315067548686373,0.0021366331123027675,24
5,Approx RBF SVM,373.43263095617294,88.1966833241956,2.505091667175293,0.07118490391916352,0.5,0.003,500,"{'model__linear_svm__C': 0.5, 'model__rbf_features__gamma': 0.003, 'model__rbf_features__n_components': 500}",0.9349588684425109,0.9370495845672795,0.9356955677078578,0.9330441270003844,0.9351870369295081,0.001446704105742792,21
5,Approx RBF SVM,211.8107652068138,46.60995373937087,1.2511491179466248,0.12245311514075397,0.5,0.01,300,"{'model__linear_svm__C': 0.5, 'model__rbf_features__gamma': 0.01, 'model__rbf_features__n_components': 300}",0.9346662268470761,0.9372961206899679,0.938473122923728,0.9306969361093764,0.935283101642537,0.0029850431433480124,20
5,Approx RBF SVM,349.2906357049942,60.904367533059904,2.5106619000434875,0.09763535428410824,0.5,0.01,500,"{'model__linear_svm__C': 0.5, 'model__rbf_features__gamma': 0.01, 'model__rbf_features__n_components': 500}",0.9411151626212372,0.9444647372942214,0.943983640908013,0.9392025097396134,0.9421915126407713,0.002148949845795716,14
5,Approx RBF SVM,196.86158722639084,31.956527985959564,1.269622027873993,0.09369787557928719,1.0,0.0005,300,"{'model__linear_svm__C': 1.0, 'model__rbf_features__gamma': 0.0005, 'model__rbf_features__n_components': 300}",0.9119167812407226,0.9145181865117384,0.913304246427394,0.912810522092996,0.9131374340682128,0.0009395701727755082,30
5,Approx RBF SVM,337.6357032060623,50.420026746185336,2.481188416481018,0.08257726899946781,1.0,0.0005,500,"{'model__linear_svm__C': 1.0, 'model__rbf_features__gamma': 0.0005, 'model__rbf_features__n_components': 500}",0.9131944552273895,0.9162122402747361,0.9140567313792644,0.9143245151609307,0.9144469855105801,0.0011013915931944141,29
