outer_fold,model,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__criterion,param_model__max_depth,param_model__min_samples_leaf,param_model__min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score
1,Decision Tree,15.808508455753326,0.3404155558960653,0.12229400873184204,0.00542961610694414,gini,,1,2,"{'model__criterion': 'gini', 'model__max_depth': None, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2}",0.9291909952445709,0.922906142906571,0.9243744407985391,0.9279526200741508,0.9261060497559579,0.0025575664230822475,40
1,Decision Tree,16.459128379821777,0.3207107655694129,0.126387357711792,0.0050274368196647394,gini,,1,5,"{'model__criterion': 'gini', 'model__max_depth': None, 'model__min_samples_leaf': 1, 'model__min_samples_split': 5}",0.9279457059646637,0.9233816824357736,0.9224287195640536,0.927675089804095,0.9253577994421465,0.0024774806833753353,51
1,Decision Tree,17.223959982395172,0.44658269307472215,0.12806391716003418,0.00490573337971465,gini,,1,10,"{'model__criterion': 'gini', 'model__max_depth': None, 'model__min_samples_leaf': 1, 'model__min_samples_split': 10}",0.9274428204764864,0.9218151568419205,0.9229626898068161,0.925829054163657,0.92451243032222,0.0022359374258168144,67
1,Decision Tree,16.91424196958542,0.3103081570215179,0.13282889127731323,0.007200411322012999,gini,,2,2,"{'model__criterion': 'gini', 'model__max_depth': None, 'model__min_samples_leaf': 2, 'model__min_samples_split': 2}",0.9284089090651609,0.9231208694658436,0.9244084822008366,0.9289500103061735,0.9262220677595037,0.002506514954536791,37
1,Decision Tree,16.9219651222229,0.29094476344015135,0.13323235511779785,0.004995162265052599,gini,,2,5,"{'model__criterion': 'gini', 'model__max_depth': None, 'model__min_samples_leaf': 2, 'model__min_samples_split': 5}",0.9286689373315586,0.9215769964244095,0.925297554817371,0.9277764269219821,0.9258299788738302,0.0027486214826636032,44
1,Decision Tree,17.457631647586823,0.3445302534539328,0.12718957662582397,0.005464245727536002,gini,,2,10,"{'model__criterion': 'gini', 'model__max_depth': None, 'model__min_samples_leaf': 2, 'model__min_samples_split': 10}",0.9276907020279596,0.9221466437226534,0.9237603681745298,0.9270967418197821,0.9251736139362312,0.0023018452149778496,54
1,Decision Tree,16.45188421010971,0.14098026979874953,0.13359755277633667,0.005147526144946543,gini,,5,2,"{'model__criterion': 'gini', 'model__max_depth': None, 'model__min_samples_leaf': 5, 'model__min_samples_split': 2}",0.9278542093269849,0.9203873329185212,0.9242418930047648,0.926368963757718,0.9247130997519972,0.0028081466069171056,59
1,Decision Tree,16.47603064775467,0.424232414361137,0.12834525108337402,0.00719202793119056,gini,,5,5,"{'model__criterion': 'gini', 'model__max_depth': None, 'model__min_samples_leaf': 5, 'model__min_samples_split': 5}",0.9278542093269849,0.9203873329185212,0.9242418930047648,0.926368963757718,0.9247130997519972,0.0028081466069171056,59
1,Decision Tree,16.301897823810577,0.47999065932817025,0.12840628623962402,0.012385045842462413,gini,,5,10,"{'model__criterion': 'gini', 'model__max_depth': None, 'model__min_samples_leaf': 5, 'model__min_samples_split': 10}",0.9278542093269849,0.9203873329185212,0.9242418930047648,0.926368963757718,0.9247130997519972,0.0028081466069171056,59
1,Decision Tree,16.512067914009094,0.35521942329428985,0.12894630432128906,0.007818321734721977,gini,20,1,2,"{'model__criterion': 'gini', 'model__max_depth': 20, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2}",0.9289178850204601,0.9232074141233899,0.9241065461263354,0.928625338662841,0.9262142959832567,0.00257907291790149,39
