outer_fold,model,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__early_stopping,param_model__l2_regularization,param_model__learning_rate,param_model__max_iter,param_model__max_leaf_nodes,param_model__min_samples_leaf,param_model__n_iter_no_change,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score
5,HistGradientBoosting,1058.378755569458,14.435190023307241,45.13827818632126,2.6124652424645265,False,0.0,0.05,800,31,40,,"{'model__early_stopping': False, 'model__l2_regularization': 0.0, 'model__learning_rate': 0.05, 'model__max_iter': 800, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 40}",0.9716451158802447,0.9693078027614804,0.9706844205963113,0.9683291761378422,0.9699916288439697,0.0012693843884384857,1
5,HistGradientBoosting,308.37086886167526,40.12240113266947,12.777377843856812,1.4028374129863177,True,0.0,0.05,400,31,20,20.0,"{'model__early_stopping': True, 'model__l2_regularization': 0.0, 'model__learning_rate': 0.05, 'model__max_iter': 400, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 20, 'model__n_iter_no_change': 20}",0.9673816859441815,0.9658072058866609,0.9667073431638236,0.9636063468131483,0.9658756454519536,0.0014242787064283585,9
5,HistGradientBoosting,307.29989725351334,29.84121431355939,13.101357996463776,1.4175425705297877,True,0.0,0.05,400,31,40,20.0,"{'model__early_stopping': True, 'model__l2_regularization': 0.0, 'model__learning_rate': 0.05, 'model__max_iter': 400, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 40, 'model__n_iter_no_change': 20}",0.9668553901334855,0.9662485353845471,0.9669456786368349,0.9636010852443105,0.9659126723497945,0.001361254727549668,8
5,HistGradientBoosting,304.64608520269394,36.54150717761082,11.664338529109955,0.9835550070324625,True,0.0,0.05,400,63,20,20.0,"{'model__early_stopping': True, 'model__l2_regularization': 0.0, 'model__learning_rate': 0.05, 'model__max_iter': 400, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 20, 'model__n_iter_no_change': 20}",0.9660035509981569,0.9661556314401233,0.9666712430762755,0.9624956185833276,0.9653315110244709,0.0016558970449648686,17
5,HistGradientBoosting,312.9160840511322,15.212935829609735,12.671940505504608,0.8723054420260186,True,0.0,0.05,400,63,40,20.0,"{'model__early_stopping': True, 'model__l2_regularization': 0.0, 'model__learning_rate': 0.05, 'model__max_iter': 400, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 40, 'model__n_iter_no_change': 20}",0.9662273037944391,0.966244183544246,0.9673176213187974,0.9635129814955874,0.9658255225382675,0.0014063170037972024,11
5,HistGradientBoosting,348.1248453259468,69.9098863245257,14.388881862163544,2.501551847596591,True,0.1,0.05,400,31,20,20.0,"{'model__early_stopping': True, 'model__l2_regularization': 0.1, 'model__learning_rate': 0.05, 'model__max_iter': 400, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 20, 'model__n_iter_no_change': 20}",0.9671708646773928,0.9667404961546754,0.9658095018124035,0.9632908740158447,0.9657529341650791,0.001504222863991365,13
5,HistGradientBoosting,347.0592637658119,35.29191511574229,14.649674534797668,0.8460708411964256,True,0.1,0.05,400,31,40,20.0,"{'model__early_stopping': True, 'model__l2_regularization': 0.1, 'model__learning_rate': 0.05, 'model__max_iter': 400, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 40, 'model__n_iter_no_change': 20}",0.9678447202087597,0.9667821372698758,0.9668823165867443,0.96418251099539,0.9664229212651925,0.0013584026108309727,3
5,HistGradientBoosting,340.8066688776016,43.39927328225533,13.820350229740143,1.8502876810336026,True,0.1,0.05,400,63,20,20.0,"{'model__early_stopping': True, 'model__l2_regularization': 0.1, 'model__learning_rate': 0.05, 'model__max_iter': 400, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 20, 'model__n_iter_no_change': 20}",0.9663109248239135,0.9657185110314896,0.9665869757733752,0.9630073658618099,0.965405944372647,0.001419920911138178,16
5,HistGradientBoosting,330.04077619314194,50.463767793609094,13.68464857339859,1.659441024778783,True,0.1,0.05,400,63,40,20.0,"{'model__early_stopping': True, 'model__l2_regularization': 0.1, 'model__learning_rate': 0.05, 'model__max_iter': 400, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 40, 'model__n_iter_no_change': 20}",0.9668918220962028,0.9656791041770957,0.9667622913215675,0.9641427153266127,0.9658689832303697,0.0011022991451589152,10
5,HistGradientBoosting,546.9918066859245,64.73185723324394,22.40928280353546,0.5966522812619031,True,1.0,0.05,400,31,20,20.0,"{'model__early_stopping': True, 'model__l2_regularization': 1.0, 'model__learning_rate': 0.05, 'model__max_iter': 400, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 20, 'model__n_iter_no_change': 20}",0.9676566178993726,0.9667416497723227,0.9670075318124987,0.963683717524133,0.9662723792520818,0.001531171959860751,4
5,HistGradientBoosting,547.2089384198189,85.00898612691708,22.028729617595673,1.7040305119364347,True,1.0,0.05,400,31,40,20.0,"{'model__early_stopping': True, 'model__l2_regularization': 1.0, 'model__learning_rate': 0.05, 'model__max_iter': 400, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 40, 'model__n_iter_no_change': 20}",0.9676565567704816,0.9668089546120952,0.96751487930672,0.964404241593278,0.9665961580706436,0.0013055912763989751,2
