outer_fold,model,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__max_depth,param_model__max_features,param_model__min_samples_leaf,param_model__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score
5,Random Forest,521.684562921524,8.613564238566168,4.022985577583313,0.5631301679965204,30,log2,2,800,"{'model__max_depth': 30, 'model__max_features': 'log2', 'model__min_samples_leaf': 2, 'model__n_estimators': 800}",0.9658350737663922,0.9628835312662675,0.9653634685868179,0.9610536265710282,0.9637839250476264,0.0019343866981242637,23
5,Random Forest,652.2128379940987,12.305976311593858,4.6552170515060425,0.38535665257912816,30,log2,2,1000,"{'model__max_depth': 30, 'model__max_features': 'log2', 'model__min_samples_leaf': 2, 'model__n_estimators': 1000}",0.9656690354397438,0.9633338870730033,0.9655852667036681,0.9611666505041457,0.9639387099301402,0.00185440689489898,20
5,Random Forest,491.0938674211502,9.290436346614372,2.1675556302070618,0.009735508964525463,30,sqrt,1,500,"{'model__max_depth': 30, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 1, 'model__n_estimators': 500}",0.9673632432876667,0.9650449873827193,0.9664328864072679,0.9626870220076922,0.9653820347713364,0.0017611197492148458,4
5,Random Forest,780.8014388680458,11.028973563315779,3.7780686616897583,0.4170284300478012,30,sqrt,1,800,"{'model__max_depth': 30, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 1, 'model__n_estimators': 800}",0.9673783847822328,0.9653282586540757,0.9663268030799093,0.9631527278870038,0.9655465436008055,0.001560644815318104,1
5,Random Forest,978.3031393885612,22.17408545092104,4.398069500923157,0.14941355475337825,30,sqrt,1,1000,"{'model__max_depth': 30, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 1, 'model__n_estimators': 1000}",0.96726891897313,0.9651303796141548,0.9661771615135029,0.962800181742326,0.9653441604607784,0.0016519773042502916,7
5,Random Forest,476.0529146194458,3.7014446543234008,2.1446834206581116,0.01128206689257122,30,sqrt,2,500,"{'model__max_depth': 30, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 2, 'model__n_estimators': 500}",0.9650386805395388,0.963272100738407,0.9651379228233564,0.9616978369398004,0.9637866352602755,0.001416105544908008,22
5,Random Forest,771.0166146755219,9.635452549286086,3.7998721599578857,0.334829052564392,30,sqrt,2,800,"{'model__max_depth': 30, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 2, 'model__n_estimators': 800}",0.9649018848905382,0.9631551167679075,0.9647311262764549,0.9615128775562128,0.9635752513727783,0.0013716688857791017,28
5,Random Forest,964.9081147313118,22.382470079236118,4.855634391307831,0.4744309655683886,30,sqrt,2,1000,"{'model__max_depth': 30, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 2, 'model__n_estimators': 1000}",0.9649016181830485,0.963357692705965,0.9646451210333667,0.9615339469329438,0.963609594713831,0.0013335486244724075,26
5,Random Forest,329.2673395872116,4.7420387591921305,2.5379714965820312,0.3225183334128703,,log2,1,500,"{'model__max_depth': None, 'model__max_features': 'log2', 'model__min_samples_leaf': 1, 'model__n_estimators': 500}",0.9669854486289845,0.964741839982364,0.9672303422140887,0.9626414973127277,0.9653997820345412,0.001864558357245152,3
5,Random Forest,532.4856686592102,10.581619070719036,4.405630528926849,0.13785459520526105,,log2,1,800,"{'model__max_depth': None, 'model__max_features': 'log2', 'model__min_samples_leaf': 1, 'model__n_estimators': 800}",0.9669715116736894,0.9643914078480372,0.9669626333857303,0.962511950292912,0.9652093758000923,0.0018791095588064463,12
5,Random Forest,652.9445058703423,4.449659116579452,5.031241297721863,0.42581023323438455,,log2,1,1000,"{'model__max_depth': None, 'model__max_features': 'log2', 'model__min_samples_leaf': 1, 'model__n_estimators': 1000}",0.9665821305591753,0.9645193494067585,0.9670072938626855,0.962614512744567,0.9651808216432967,0.0017552175313426148,13
5,Random Forest,330.52841091156006,8.001549348626748,2.523790717124939,0.22270914076405074,,log2,2,500,"{'model__max_depth': None, 'model__max_features': 'log2', 'model__min_samples_leaf': 2, 'model__n_estimators': 500}",0.965140346177081,0.9624659601428689,0.9650113929690062,0.9610218337883839,0.963409883269335,0.0017430652874587014,33
5,Random Forest,519.5955356955528,7.941304401998936,4.038205862045288,0.39709887325636595,,log2,2,800,"{'model__max_depth': None, 'model__max_features': 'log2', 'model__min_samples_leaf': 2, 'model__n_estimators': 800}",0.9658709740289526,0.962854839940703,0.9653339471245427,0.9611856771876359,0.9638113595704585,0.0018953510463145425,21
5,Random Forest,647.9811153411865,8.58676619606759,4.294885098934174,0.1748543489534952,,log2,2,1000,"{'model__max_depth': None, 'model__max_features': 'log2', 'model__min_samples_leaf': 2, 'model__n_estimators': 1000}",0.9657579035366868,0.9630655910239976,0.9656492033199601,0.9612821665456759,0.96393871610658,0.001874487422761861,19
5,Random Forest,492.9477998614311,6.2440500243192005,2.1711922883987427,0.032006261981099036,,sqrt,1,500,"{'model__max_depth': None, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 1, 'model__n_estimators': 500}",0.9674149033443713,0.965014043074354,0.9660420175793584,0.962611414487611,0.9652705946214237,0.001755720006130377,10
5,Random Forest,754.1514273881912,5.6522093436003935,3.097050130367279,0.20189400570002428,,sqrt,1,800,"{'model__max_depth': None, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 1, 'model__n_estimators': 800}",0.9676007149129539,0.9650965911290409,0.965996402149228,0.9626495282975485,0.9653358091221929,0.001791613191057849,8
5,Random Forest,882.5711675286293,3.5500217448488085,3.6113117337226868,0.19471895065004763,,sqrt,1,1000,"{'model__max_depth': None, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 1, 'model__n_estimators': 1000}",0.9675600745849345,0.9652054304955825,0.9661574672043897,0.962585862566569,0.9653772087128689,0.0018162342768360503,6
5,Random Forest,466.4937357902527,3.1576006147178437,2.0087136030197144,0.06537669799923763,,sqrt,2,500,"{'model__max_depth': None, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 2, 'model__n_estimators': 500}",0.9648393369461232,0.9633718029000471,0.965158404674029,0.9617084229062199,0.9637694918566049,0.0013674619788480865,24
5,Random Forest,678.7508807182312,4.082664752787368,2.832407295703888,0.3391995834372609,,sqrt,2,800,"{'model__max_depth': None, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 2, 'model__n_estimators': 800}",0.9647701347425334,0.963207902416448,0.9648359901017662,0.9616303657902396,0.9636110982627468,0.001316206062598992,25
5,Random Forest,774.8236691355705,6.109824672004977,2.8977933526039124,0.0737744316355965,,sqrt,2,1000,"{'model__max_depth': None, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 2, 'model__n_estimators': 1000}",0.9648689361846258,0.9629498544824296,0.9647711029648692,0.9614100999632141,0.9634999983987846,0.0014282884231771218,29
