outer_fold,model,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__criterion,param_model__max_depth,param_model__min_samples_leaf,param_model__min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score
4,Decision Tree,16.15761250257492,0.14564902781854722,0.12045001983642578,0.004823466216614566,gini,,1,2,"{'model__criterion': 'gini', 'model__max_depth': None, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2}",0.926156904063321,0.9207963474736852,0.9239048557420037,0.9256236305850353,0.9241204344660112,0.002091819513713572,53
4,Decision Tree,16.993867099285126,0.3698489623652271,0.12038230895996094,0.0027212098298260456,gini,,1,5,"{'model__criterion': 'gini', 'model__max_depth': None, 'model__min_samples_leaf': 1, 'model__min_samples_split': 5}",0.9263175165832895,0.9194583306859132,0.923817927576034,0.9254073604316978,0.9237502838192336,0.002634484026373615,57
4,Decision Tree,17.308624386787415,0.5017212308290016,0.13059186935424805,0.006657974443275251,gini,,1,10,"{'model__criterion': 'gini', 'model__max_depth': None, 'model__min_samples_leaf': 1, 'model__min_samples_split': 10}",0.925604802423493,0.9191682292475897,0.9245554950563055,0.9246964683693034,0.9235062487741729,0.0025367243286024254,67
4,Decision Tree,17.434270679950714,0.08518713375471301,0.13073909282684326,0.0048923520273275985,gini,,2,2,"{'model__criterion': 'gini', 'model__max_depth': None, 'model__min_samples_leaf': 2, 'model__min_samples_split': 2}",0.9274930832138057,0.9204380853079169,0.924560583953684,0.9254161714564829,0.9244769809829725,0.0025641089652676803,44
4,Decision Tree,17.381644189357758,0.17386436059711965,0.13574528694152832,0.009762250987787515,gini,,2,5,"{'model__criterion': 'gini', 'model__max_depth': None, 'model__min_samples_leaf': 2, 'model__min_samples_split': 5}",0.9273639154183984,0.9206558651899398,0.9235415371448265,0.9261489802695333,0.9244275745056745,0.0025785746608737504,47
4,Decision Tree,17.332193970680237,0.03947419228906953,0.1428457498550415,0.013280005931434934,gini,,2,10,"{'model__criterion': 'gini', 'model__max_depth': None, 'model__min_samples_leaf': 2, 'model__min_samples_split': 10}",0.9262520041863951,0.9191749424523287,0.923746804332334,0.9251077769685769,0.9235703819849086,0.0026882008154410337,59
4,Decision Tree,16.494247436523438,0.33724147937334237,0.13862115144729614,0.007029728573115456,gini,,5,2,"{'model__criterion': 'gini', 'model__max_depth': None, 'model__min_samples_leaf': 5, 'model__min_samples_split': 2}",0.9259697343240348,0.9189516287117065,0.9253657278082079,0.9238518213404616,0.9235347280461026,0.0027562276470144914,61
4,Decision Tree,16.325327515602112,0.29645106937678084,0.11984467506408691,0.003949547908793815,gini,,5,5,"{'model__criterion': 'gini', 'model__max_depth': None, 'model__min_samples_leaf': 5, 'model__min_samples_split': 5}",0.9259697343240348,0.9189516287117065,0.9253657278082079,0.9238518213404616,0.9235347280461026,0.0027562276470144914,61
4,Decision Tree,16.294842004776,0.3371954660867617,0.12559747695922852,0.008170219444097538,gini,,5,10,"{'model__criterion': 'gini', 'model__max_depth': None, 'model__min_samples_leaf': 5, 'model__min_samples_split': 10}",0.9259697343240348,0.9189516287117065,0.9253657278082079,0.9238518213404616,0.9235347280461026,0.0027562276470144914,61
4,Decision Tree,16.600244462490082,0.1977495885744766,0.13223731517791748,0.004872855897803719,gini,20,1,2,"{'model__criterion': 'gini', 'model__max_depth': 20, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2}",0.9285255348763853,0.9201212340870459,0.926613736268304,0.9253137348008929,0.925143560008157,0.0031165641884603763,37
4,Decision Tree,16.957313656806946,0.2817589179365758,0.13443046808242798,0.006073368010226314,gini,20,1,5,"{'model__criterion': 'gini', 'model__max_depth': 20, 'model__min_samples_leaf': 1, 'model__min_samples_split': 5}",0.9262817343900264,0.9194846868814939,0.9258803588716318,0.9260850275067221,0.9244329519124685,0.002860404872594694,46
4,Decision Tree,16.83869308233261,0.1241898550895718,0.13365554809570312,0.004545021449590543,gini,20,1,10,"{'model__criterion': 'gini', 'model__max_depth': 20, 'model__min_samples_leaf': 1, 'model__min_samples_split': 10}",0.926876114895737,0.9195772846155155,0.9252593765914026,0.9244492797271532,0.924040513957452,0.00272092651567651,55
4,Decision Tree,16.86801540851593,0.311539234798427,0.1331862211227417,0.008885467441186522,gini,20,2,2,"{'model__criterion': 'gini', 'model__max_depth': 20, 'model__min_samples_leaf': 2, 'model__min_samples_split': 2}",0.9273002298411277,0.9216700911480491,0.9261874436870037,0.9253205859635242,0.9251195876599261,0.0021115718860899857,38
4,Decision Tree,16.619964003562927,0.15334785089473338,0.13904321193695068,0.009609662861025913,gini,20,2,5,"{'model__criterion': 'gini', 'model__max_depth': 20, 'model__min_samples_leaf': 2, 'model__min_samples_split': 5}",0.9292804751347921,0.9209200849779191,0.9247160187652956,0.9255441825142028,0.9251151903480525,0.0029703484076899545,39
4,Decision Tree,16.59093165397644,0.11325446891022681,0.13445019721984863,0.006664461056515107,gini,20,2,10,"{'model__criterion': 'gini', 'model__max_depth': 20, 'model__min_samples_leaf': 2, 'model__min_samples_split': 10}",0.927108334098671,0.9192653580207868,0.925572994667919,0.926084221046261,0.9245077269584094,0.003076756347116421,42
4,Decision Tree,16.140626966953278,0.19274094324525684,0.1323651671409607,0.0063204300877983755,gini,20,5,2,"{'model__criterion': 'gini', 'model__max_depth': 20, 'model__min_samples_leaf': 5, 'model__min_samples_split': 2}",0.9256642358816699,0.9196148706994269,0.9273331543717768,0.9244480864280005,0.9242650868452185,0.002873528119907791,50
4,Decision Tree,16.062194287776947,0.2789029602083264,0.12915176153182983,0.003239715498194771,gini,20,5,5,"{'model__criterion': 'gini', 'model__max_depth': 20, 'model__min_samples_leaf': 5, 'model__min_samples_split': 5}",0.9256642358816699,0.9196148706994269,0.9273331543717768,0.9244480864280005,0.9242650868452185,0.002873528119907791,50
4,Decision Tree,16.185009002685547,0.25523796260634796,0.12531977891921997,0.007189676764834765,gini,20,5,10,"{'model__criterion': 'gini', 'model__max_depth': 20, 'model__min_samples_leaf': 5, 'model__min_samples_split': 10}",0.9256642358816699,0.9196148706994269,0.9273331543717768,0.9244480864280005,0.9242650868452185,0.002873528119907791,50
4,Decision Tree,18.050144135951996,0.21704004845884597,0.13002043962478638,0.0029672292110732895,gini,30,1,2,"{'model__criterion': 'gini', 'model__max_depth': 30, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2}",0.9267408306088281,0.9210420311587837,0.9249089950069459,0.9258340157966642,0.9246314681428054,0.002171209910133583,41
4,Decision Tree,17.696462988853455,0.12617361178413522,0.12917906045913696,0.00787008847290068,gini,30,1,5,"{'model__criterion': 'gini', 'model__max_depth': 30, 'model__min_samples_leaf': 1, 'model__min_samples_split': 5}",0.9267357532465403,0.920166987161421,0.9243836568367443,0.9263010314838417,0.9243968571821368,0.002597512714724636,49
4,Decision Tree,17.84744441509247,0.34453716423067265,0.13438630104064941,0.008852479735892262,gini,30,1,10,"{'model__criterion': 'gini', 'model__max_depth': 30, 'model__min_samples_leaf': 1, 'model__min_samples_split': 10}",0.9264930101485264,0.9189405142090957,0.9234403468666348,0.9248314367613177,0.9234263269963936,0.0028063139492271174,72
4,Decision Tree,17.492059290409088,0.10629593854461258,0.12377285957336426,0.007188050621271168,gini,30,2,2,"{'model__criterion': 'gini', 'model__max_depth': 30, 'model__min_samples_leaf': 2, 'model__min_samples_split': 2}",0.9275221663833938,0.9207259144976727,0.9250938068979835,0.9258411298770118,0.9247957544140155,0.002508912329738755,40
4,Decision Tree,17.428922712802887,0.2269162717244734,0.13256561756134033,0.006562156954472844,gini,30,2,5,"{'model__criterion': 'gini', 'model__max_depth': 30, 'model__min_samples_leaf': 2, 'model__min_samples_split': 5}",0.9265905033272376,0.9220181530909397,0.9235712561989019,0.9258162995747521,0.9244990530479578,0.001811420317934349,43
4,Decision Tree,17.617319107055664,0.10704097351106304,0.13541430234909058,0.005772143869110465,gini,30,2,10,"{'model__criterion': 'gini', 'model__max_depth': 30, 'model__min_samples_leaf': 2, 'model__min_samples_split': 10}",0.9270538335838334,0.9195696790488016,0.9239793812920369,0.925743252106143,0.9240865365077038,0.0028267933270936327,54
4,Decision Tree,16.615368604660034,0.14841715079087095,0.1362065076828003,0.007186048689100932,gini,30,5,2,"{'model__criterion': 'gini', 'model__max_depth': 30, 'model__min_samples_leaf': 5, 'model__min_samples_split': 2}",0.9259697343240348,0.9185774690129175,0.9253657278082079,0.9240260723233503,0.9234847508671277,0.002919231968755033,69
4,Decision Tree,16.7444007396698,0.2564651495307151,0.12574177980422974,0.007192237988666174,gini,30,5,5,"{'model__criterion': 'gini', 'model__max_depth': 30, 'model__min_samples_leaf': 5, 'model__min_samples_split': 5}",0.9259697343240348,0.9185774690129175,0.9253657278082079,0.9240260723233503,0.9234847508671277,0.002919231968755033,69
4,Decision Tree,16.64380669593811,0.08424603648222005,0.137762188911438,0.001757495804171934,gini,30,5,10,"{'model__criterion': 'gini', 'model__max_depth': 30, 'model__min_samples_leaf': 5, 'model__min_samples_split': 10}",0.9259697343240348,0.9185774690129175,0.9253657278082079,0.9240260723233503,0.9234847508671277,0.002919231968755033,69
4,Decision Tree,17.954620897769928,0.28137984271923266,0.1243407130241394,0.004258321071839851,gini,40,1,2,"{'model__criterion': 'gini', 'model__max_depth': 40, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2}",0.9266710254257402,0.9207963474736852,0.9239048557420037,0.9245652887797683,0.9239843793552994,0.0021050768483900925,56
4,Decision Tree,18.054671466350555,0.2919536615627682,0.12537509202957153,0.005296406168611608,gini,40,1,5,"{'model__criterion': 'gini', 'model__max_depth': 40, 'model__min_samples_leaf': 1, 'model__min_samples_split': 5}",0.9260002705834643,0.9194583306859132,0.923817927576034,0.9254073604316978,0.9236709723192773,0.0025597177314667405,58
