model,outer_folds,accuracy_pct_mean,accuracy_pct_std,precision_macro_pct_mean,precision_macro_pct_std,recall_macro_pct_mean,recall_macro_pct_std,f1_macro_pct_mean,f1_macro_pct_std,inner_best_f1_macro_pct_mean,inner_best_f1_macro_pct_std,best_params_by_fold
HistGradientBoosting,5,97.49231916812067,0.05771787581205126,97.32812019591572,0.08516660737934022,97.31178851252217,0.09341826651337763,97.31154070707548,0.08518125611031747,97.04295500556883,0.027953393375785625,"{""model__early_stopping"": false, ""model__l2_regularization"": 0.0, ""model__learning_rate"": 0.05, ""model__max_iter"": 800, ""model__max_leaf_nodes"": 31, ""model__min_samples_leaf"": 40} | {""model__early_stopping"": false, ""model__l2_regularization"": 0.0, ""model__learning_rate"": 0.05, ""model__max_iter"": 800, ""model__max_leaf_nodes"": 31, ""model__min_samples_leaf"": 40} | {""model__early_stopping"": false, ""model__l2_regularization"": 0.0, ""model__learning_rate"": 0.05, ""model__max_iter"": 800, ""model__max_leaf_nodes"": 31, ""model__min_samples_leaf"": 40} | {""model__early_stopping"": false, ""model__l2_regularization"": 0.0, ""model__learning_rate"": 0.05, ""model__max_iter"": 800, ""model__max_leaf_nodes"": 31, ""model__min_samples_leaf"": 40} | {""model__early_stopping"": false, ""model__l2_regularization"": 0.0, ""model__learning_rate"": 0.05, ""model__max_iter"": 800, ""model__max_leaf_nodes"": 31, ""model__min_samples_leaf"": 40}"
Random Forest,5,97.04242091187857,0.02875377209905709,96.8708562733897,0.04377956085933491,96.81077538709837,0.06742512724174284,96.828403710323,0.0538381211711407,96.59983560067124,0.04835035136695576,"{""model__max_depth"": 30, ""model__max_features"": ""log2"", ""model__min_samples_leaf"": 1, ""model__n_estimators"": 800} | {""model__max_depth"": 30, ""model__max_features"": ""log2"", ""model__min_samples_leaf"": 1, ""model__n_estimators"": 1000} | {""model__max_depth"": null, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 1, ""model__n_estimators"": 1000} | {""model__max_depth"": 30, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 1, ""model__n_estimators"": 800} | {""model__max_depth"": 30, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 1, ""model__n_estimators"": 800}"
KNN,5,97.01789226865353,0.06571630318186095,96.82193639124235,0.07385999220304579,96.80328127923241,0.05154368588219442,96.80670063800937,0.05988188486469462,96.5326143509373,0.01667823159489624,"{""model__n_neighbors"": 3, ""model__p"": 1, ""model__weights"": ""distance""} | {""model__n_neighbors"": 3, ""model__p"": 1, ""model__weights"": ""distance""} | {""model__n_neighbors"": 3, ""model__p"": 1, ""model__weights"": ""distance""} | {""model__n_neighbors"": 3, ""model__p"": 1, ""model__weights"": ""distance""} | {""model__n_neighbors"": 3, ""model__p"": 1, ""model__weights"": ""distance""}"
Approx RBF SVM,5,96.32400238140265,0.158438545472147,95.96881423539702,0.17184254197322427,96.09442239824753,0.16021513907403456,96.01936179292255,0.16894030807716184,95.83324736620395,0.03481530934615802,"{""model__linear_svm__C"": 10.0, ""model__rbf_features__gamma"": 0.003, ""model__rbf_features__n_components"": 500} | {""model__linear_svm__C"": 10.0, ""model__rbf_features__gamma"": 0.01, ""model__rbf_features__n_components"": 500} | {""model__linear_svm__C"": 10.0, ""model__rbf_features__gamma"": 0.003, ""model__rbf_features__n_components"": 500} | {""model__linear_svm__C"": 10.0, ""model__rbf_features__gamma"": 0.01, ""model__rbf_features__n_components"": 500} | {""model__linear_svm__C"": 10.0, ""model__rbf_features__gamma"": 0.01, ""model__rbf_features__n_components"": 500}"
Decision Tree,5,93.74532043086072,0.062433193082812366,93.31907228640871,0.06985867995544494,93.25745887152003,0.05987535653249047,93.27889922035149,0.06629973908509411,92.94603193050075,0.04148598604513094,"{""model__criterion"": ""entropy"", ""model__max_depth"": 20, ""model__min_samples_leaf"": 2, ""model__min_samples_split"": 2} | {""model__criterion"": ""entropy"", ""model__max_depth"": 20, ""model__min_samples_leaf"": 1, ""model__min_samples_split"": 5} | {""model__criterion"": ""entropy"", ""model__max_depth"": null, ""model__min_samples_leaf"": 2, ""model__min_samples_split"": 2} | {""model__criterion"": ""entropy"", ""model__max_depth"": 20, ""model__min_samples_leaf"": 2, ""model__min_samples_split"": 2} | {""model__criterion"": ""entropy"", ""model__max_depth"": 20, ""model__min_samples_leaf"": 2, ""model__min_samples_split"": 2}"
