outer_fold,model,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__linear_svm__C,param_model__rbf_features__gamma,param_model__rbf_features__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score
3,Approx RBF SVM,185.53276735544205,39.09505128397942,1.2943108081817627,0.06973600001103052,0.5,0.0005,300,"{'model__linear_svm__C': 0.5, 'model__rbf_features__gamma': 0.0005, 'model__rbf_features__n_components': 300}",0.9035637857966893,0.9023747608779816,0.9033337237063884,0.8989681827224576,0.9020601132758792,0.0018399831683491056,32
3,Approx RBF SVM,353.16351199150085,52.22476881313615,2.545615553855896,0.11063072122348944,0.5,0.0005,500,"{'model__linear_svm__C': 0.5, 'model__rbf_features__gamma': 0.0005, 'model__rbf_features__n_components': 500}",0.9049563378405967,0.903476030807747,0.904149094013705,0.9000222764814497,0.9031509347858746,0.0018808237718741028,31
3,Approx RBF SVM,217.84185498952866,49.42621552214173,1.296034574508667,0.09552236998465925,0.5,0.001,300,"{'model__linear_svm__C': 0.5, 'model__rbf_features__gamma': 0.001, 'model__rbf_features__n_components': 300}",0.915065966730751,0.9160681775482804,0.9152312851460204,0.911885679571525,0.9145627772491443,0.0015916331627246144,28
3,Approx RBF SVM,335.91909044981,53.86868195193724,2.502824068069458,0.08609741758527771,0.5,0.001,500,"{'model__linear_svm__C': 0.5, 'model__rbf_features__gamma': 0.001, 'model__rbf_features__n_components': 500}",0.9169379703386085,0.9179491546200805,0.9168236997162617,0.9140740621276227,0.9164462217006433,0.0014379025328075416,27
3,Approx RBF SVM,209.88898104429245,43.27521046289719,1.2771660685539246,0.11690434993603405,0.5,0.003,300,"{'model__linear_svm__C': 0.5, 'model__rbf_features__gamma': 0.003, 'model__rbf_features__n_components': 300}",0.9305729554421925,0.932787404987642,0.931070564740158,0.9291032787774817,0.9308835509868685,0.001315814665147449,24
3,Approx RBF SVM,327.32939863204956,74.27747217801044,2.5727375149726868,0.10065633262884104,0.5,0.003,500,"{'model__linear_svm__C': 0.5, 'model__rbf_features__gamma': 0.003, 'model__rbf_features__n_components': 500}",0.9349277473806149,0.9373461822663779,0.9348002220088489,0.9338981088100163,0.9352430651164645,0.0012774529839702949,20
3,Approx RBF SVM,216.744853079319,50.39248114804284,1.3205847144126892,0.12439379464727522,0.5,0.01,300,"{'model__linear_svm__C': 0.5, 'model__rbf_features__gamma': 0.01, 'model__rbf_features__n_components': 300}",0.9339340504857467,0.9356972586020229,0.9357846906790217,0.9300512032062902,0.9338668007432703,0.0023233695826534707,21
3,Approx RBF SVM,306.11037957668304,32.524544152334904,2.5002514123916626,0.08849998025650337,0.5,0.01,500,"{'model__linear_svm__C': 0.5, 'model__rbf_features__gamma': 0.01, 'model__rbf_features__n_components': 500}",0.9422601352918861,0.9442694670686372,0.9415480737681322,0.9385943121345204,0.941667997065794,0.002035939249373204,14
3,Approx RBF SVM,234.8260416984558,40.97035484120122,1.2106708884239197,0.14260989778929445,1.0,0.0005,300,"{'model__linear_svm__C': 1.0, 'model__rbf_features__gamma': 0.0005, 'model__rbf_features__n_components': 300}",0.9134142483454285,0.9132540977199299,0.9127441879585666,0.9093110082895579,0.9121808855783706,0.0016752964842329,30
3,Approx RBF SVM,362.24175733327866,51.16881020107649,2.4818901419639587,0.1709970524380469,1.0,0.0005,500,"{'model__linear_svm__C': 1.0, 'model__rbf_features__gamma': 0.0005, 'model__rbf_features__n_components': 500}",0.9148014731398596,0.9147245091288041,0.9142446090182502,0.9113710304449412,0.9137854054329637,0.0014101758624429253,29
3,Approx RBF SVM,216.1048441529274,24.404167053396836,1.269628643989563,0.0853111213933885,1.0,0.001,300,"{'model__linear_svm__C': 1.0, 'model__rbf_features__gamma': 0.001, 'model__rbf_features__n_components': 300}",0.9237057134308789,0.9245674308696825,0.9257810098481906,0.9212162325204274,0.9238175966672948,0.001673085169169798,26
3,Approx RBF SVM,364.2343575358391,60.365089243923144,2.5404632687568665,0.13866239030024463,1.0,0.001,500,"{'model__linear_svm__C': 1.0, 'model__rbf_features__gamma': 0.001, 'model__rbf_features__n_components': 500}",0.9265700528347518,0.9274437390082204,0.9275624609651671,0.9242963492173677,0.9264681505063768,0.0013111438926198427,25
3,Approx RBF SVM,215.79918718338013,41.41660320883409,1.268757402896881,0.08485113891179574,1.0,0.003,300,"{'model__linear_svm__C': 1.0, 'model__rbf_features__gamma': 0.003, 'model__rbf_features__n_components': 300}",0.9381786967167288,0.9394185838653192,0.9391127157283626,0.9366490498493132,0.9383397615399309,0.001077701684748017,18
3,Approx RBF SVM,357.1116629242897,43.46143576313343,2.4820425510406494,0.10001858032292084,1.0,0.003,500,"{'model__linear_svm__C': 1.0, 'model__rbf_features__gamma': 0.003, 'model__rbf_features__n_components': 500}",0.9423296989907821,0.9439998752618877,0.9430034272518917,0.9405738901207875,0.9424767229063372,0.0012489795041705878,13
3,Approx RBF SVM,229.42681258916855,44.904165687868115,1.3654839396476746,0.08371504702601908,1.0,0.01,300,"{'model__linear_svm__C': 1.0, 'model__rbf_features__gamma': 0.01, 'model__rbf_features__n_components': 300}",0.939595453080751,0.9407154049822476,0.9396080919021679,0.9356485928202566,0.9388918856963557,0.0019269230433390197,17
3,Approx RBF SVM,341.63405907154083,61.09909446561777,2.594516634941101,0.06686744943820672,1.0,0.01,500,"{'model__linear_svm__C': 1.0, 'model__rbf_features__gamma': 0.01, 'model__rbf_features__n_components': 500}",0.9474749887994431,0.9489506117770128,0.9452137827951413,0.944307406088681,0.9464866973650696,0.001831475918372696,10
3,Approx RBF SVM,269.1947483420372,39.453660036605136,1.23143070936203,0.013443961614140035,5.0,0.0005,300,"{'model__linear_svm__C': 5.0, 'model__rbf_features__gamma': 0.0005, 'model__rbf_features__n_components': 300}",0.9319963442547277,0.931822447334889,0.931633034819838,0.9301546994396593,0.9314016314622785,0.0007312927401298452,23
3,Approx RBF SVM,371.8606513738632,28.30787985553911,2.47131484746933,0.08783758627541764,5.0,0.0005,500,"{'model__linear_svm__C': 5.0, 'model__rbf_features__gamma': 0.0005, 'model__rbf_features__n_components': 500}",0.9334799632155638,0.9345410112527941,0.9336040544158457,0.9325399367747873,0.9335412414147478,0.0007088461049261141,22
3,Approx RBF SVM,270.8632627725601,28.7241010570212,1.2780577540397644,0.09068199882424967,5.0,0.001,300,"{'model__linear_svm__C': 5.0, 'model__rbf_features__gamma': 0.001, 'model__rbf_features__n_components': 300}",0.9410169946782424,0.940817942824667,0.9404181120179518,0.9387947232377221,0.9402619431896457,0.0008741226222380407,15
3,Approx RBF SVM,406.83023035526276,64.04372424539183,2.4256842136383057,0.02836948662641828,5.0,0.001,500,"{'model__linear_svm__C': 5.0, 'model__rbf_features__gamma': 0.001, 'model__rbf_features__n_components': 500}",0.943878659642933,0.9441217417416085,0.9431745210824963,0.9419577929546237,0.9432831788554153,0.0008405711421462633,12
3,Approx RBF SVM,282.3049193620682,44.803257789671655,1.3457111716270447,0.08102740508220538,5.0,0.003,300,"{'model__linear_svm__C': 5.0, 'model__rbf_features__gamma': 0.003, 'model__rbf_features__n_components': 300}",0.9517569198240957,0.949875315692505,0.9479998109797843,0.9487947227508827,0.9496066923118169,0.0014086340066117005,7
3,Approx RBF SVM,423.30251413583755,98.97867435465372,2.4095574021339417,0.2708236478023905,5.0,0.003,500,"{'model__linear_svm__C': 5.0, 'model__rbf_features__gamma': 0.003, 'model__rbf_features__n_components': 500}",0.9565478473600594,0.9544206820142633,0.9526733400325907,0.9529766174358674,0.9541546217106952,0.0015313561453259297,4
