outer_fold,model,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__criterion,param_model__max_depth,param_model__min_samples_leaf,param_model__min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score
5,Decision Tree,16.28974586725235,0.32272448636573736,0.12181252241134644,0.003917767325078146,gini,,1,2,"{'model__criterion': 'gini', 'model__max_depth': None, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2}",0.9262828289664319,0.9259255257940673,0.9266629742427472,0.924934281827309,0.9259514027076389,0.0006425305273784817,45
5,Decision Tree,16.906959295272827,0.16233340930265594,0.12458312511444092,0.005172085637612317,gini,,1,5,"{'model__criterion': 'gini', 'model__max_depth': None, 'model__min_samples_leaf': 1, 'model__min_samples_split': 5}",0.9254472845953524,0.9268212980701361,0.924683728465928,0.9252454356875729,0.9255494367047473,0.0007858011452373556,55
5,Decision Tree,17.054141759872437,0.3046552034402253,0.13541704416275024,0.00395814775976745,gini,,1,10,"{'model__criterion': 'gini', 'model__max_depth': None, 'model__min_samples_leaf': 1, 'model__min_samples_split': 10}",0.925014611633438,0.9260693139812027,0.9245750657577395,0.9247091400276352,0.9250920328500039,0.0005862879714947289,65
5,Decision Tree,17.152437925338745,0.44082726108147774,0.12884968519210815,0.007851292185926569,gini,,2,2,"{'model__criterion': 'gini', 'model__max_depth': None, 'model__min_samples_leaf': 2, 'model__min_samples_split': 2}",0.9261280923546106,0.9263316958878138,0.9253119579604424,0.9267685547078427,0.9261350752276774,0.0005285656846409073,41
5,Decision Tree,17.456575572490692,0.38899650359795107,0.13639235496520996,0.0018475763952483244,gini,,2,5,"{'model__criterion': 'gini', 'model__max_depth': None, 'model__min_samples_leaf': 2, 'model__min_samples_split': 5}",0.9258666942774111,0.9262364252226477,0.9248804605920978,0.9268193743019459,0.9259507385985256,0.0007051069584491134,47
5,Decision Tree,17.444113850593567,0.2443427108249839,0.12784862518310547,0.00415251066395173,gini,,2,10,"{'model__criterion': 'gini', 'model__max_depth': None, 'model__min_samples_leaf': 2, 'model__min_samples_split': 10}",0.9247227722950222,0.9271471783834296,0.9247005911370489,0.9245191939199201,0.9252724339338552,0.001085261416810126,62
5,Decision Tree,16.332192361354828,0.21376963986035258,0.13831406831741333,0.0021616203373196062,gini,,5,2,"{'model__criterion': 'gini', 'model__max_depth': None, 'model__min_samples_leaf': 5, 'model__min_samples_split': 2}",0.9261090409306122,0.9251134713495774,0.9247898197238057,0.9243175782097381,0.9250824775534334,0.000656793840179698,67
5,Decision Tree,16.626081109046936,0.22658340960474627,0.12165313959121704,0.0030801317197712602,gini,,5,5,"{'model__criterion': 'gini', 'model__max_depth': None, 'model__min_samples_leaf': 5, 'model__min_samples_split': 5}",0.9261090409306122,0.9251134713495774,0.9247898197238057,0.9243175782097381,0.9250824775534334,0.000656793840179698,67
5,Decision Tree,16.688657820224762,0.1688733952914848,0.12616342306137085,0.0034870582162875342,gini,,5,10,"{'model__criterion': 'gini', 'model__max_depth': None, 'model__min_samples_leaf': 5, 'model__min_samples_split': 10}",0.9261090409306122,0.9251134713495774,0.9247898197238057,0.9243175782097381,0.9250824775534334,0.000656793840179698,67
5,Decision Tree,16.9609032869339,0.11375974899486879,0.12716329097747803,0.007388650698556028,gini,20,1,2,"{'model__criterion': 'gini', 'model__max_depth': 20, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2}",0.9259185192758956,0.928979587967284,0.925374163422287,0.9263078343045652,0.9266450262425079,0.0013880545315439756,37
5,Decision Tree,16.745694875717163,0.29212182436487294,0.13227921724319458,0.008110691332840675,gini,20,1,5,"{'model__criterion': 'gini', 'model__max_depth': 20, 'model__min_samples_leaf': 1, 'model__min_samples_split': 5}",0.9273799845916019,0.9276580815181082,0.9248576984926629,0.9257803601827465,0.9264190311962799,0.0011515573805629142,38
5,Decision Tree,16.931206583976746,0.3073406467739771,0.1331104040145874,0.010305614483116848,gini,20,1,10,"{'model__criterion': 'gini', 'model__max_depth': 20, 'model__min_samples_leaf': 1, 'model__min_samples_split': 10}",0.9254038324277969,0.926798422300691,0.9252302892297923,0.9246156173008336,0.9255120403147785,0.0007983491489170076,57
5,Decision Tree,16.632882118225098,0.18018703119195983,0.13691461086273193,0.0027807288152353975,gini,20,2,2,"{'model__criterion': 'gini', 'model__max_depth': 20, 'model__min_samples_leaf': 2, 'model__min_samples_split': 2}",0.9258954899946323,0.9258630739682902,0.9254182219745654,0.9269577245163532,0.9260336276134602,0.000565873160243566,44
5,Decision Tree,16.5294571518898,0.3036116427503552,0.1251632571220398,0.0013185792851971752,gini,20,2,5,"{'model__criterion': 'gini', 'model__max_depth': 20, 'model__min_samples_leaf': 2, 'model__min_samples_split': 5}",0.9262648692749388,0.9260583014710553,0.9251751257149837,0.9261271206051606,0.9259063542665346,0.0004286764324890634,49
5,Decision Tree,16.602691411972046,0.21143512314909682,0.12847447395324707,0.00558984598559465,gini,20,2,10,"{'model__criterion': 'gini', 'model__max_depth': 20, 'model__min_samples_leaf': 2, 'model__min_samples_split': 10}",0.9251623509300367,0.9279375114907603,0.9249885567504899,0.9254390476877105,0.9258818667147494,0.00119765080392249,50
