outer_fold,model,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__linear_svm__C,param_model__rbf_features__gamma,param_model__rbf_features__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score
4,Approx RBF SVM,360.60789662599564,52.978150428753686,2.41401344537735,0.036954337346947315,1.0,0.003,500,"{'model__linear_svm__C': 1.0, 'model__rbf_features__gamma': 0.003, 'model__rbf_features__n_components': 500}",0.9419369684949567,0.9407458841717952,0.9438542815966174,0.9427520800390976,0.9423223035756167,0.0011363588480893488,14
4,Approx RBF SVM,221.56708657741547,44.33296022826153,1.3245453238487244,0.08689485343948873,1.0,0.01,300,"{'model__linear_svm__C': 1.0, 'model__rbf_features__gamma': 0.01, 'model__rbf_features__n_components': 300}",0.9394186233453029,0.9426587013301047,0.9426751516729233,0.9390860461100592,0.9409596306145975,0.0017113500589825254,15
4,Approx RBF SVM,283.92740857601166,11.547157369068293,2.446961224079132,0.02704556465138953,1.0,0.01,500,"{'model__linear_svm__C': 1.0, 'model__rbf_features__gamma': 0.01, 'model__rbf_features__n_components': 500}",0.9474253116939941,0.9464901862019386,0.9499134556110775,0.9469277578537104,0.9476891778401803,0.0013261201198967682,10
4,Approx RBF SVM,243.59682536125183,38.570981059948345,1.267697513103485,0.08471518631567423,5.0,0.0005,300,"{'model__linear_svm__C': 5.0, 'model__rbf_features__gamma': 0.0005, 'model__rbf_features__n_components': 300}",0.9309999323361383,0.9314472062147914,0.9322079157330034,0.9316207099421787,0.931568941056528,0.00043288536307853787,23
4,Approx RBF SVM,472.50208109617233,61.208127307707585,2.446588158607483,0.008575433821273026,5.0,0.0005,500,"{'model__linear_svm__C': 5.0, 'model__rbf_features__gamma': 0.0005, 'model__rbf_features__n_components': 500}",0.9334855028133924,0.9332452213855986,0.9344833712578079,0.9343581494690122,0.9338930612314528,0.0005363239053826824,22
4,Approx RBF SVM,252.48073714971542,44.51649124165924,1.2722431421279907,0.0851908562365406,5.0,0.001,300,"{'model__linear_svm__C': 5.0, 'model__rbf_features__gamma': 0.001, 'model__rbf_features__n_components': 300}",0.9392649894060757,0.9394477838968049,0.9418478706862845,0.9394936390238908,0.940013570753264,0.0010624822407678217,17
4,Approx RBF SVM,373.41667568683624,37.165352589698486,2.4918935298919678,0.09856782487220898,5.0,0.001,500,"{'model__linear_svm__C': 5.0, 'model__rbf_features__gamma': 0.001, 'model__rbf_features__n_components': 500}",0.942853810025833,0.9427047431045923,0.9451648564502056,0.9434271511904649,0.943537640192774,0.0009774177490716564,12
4,Approx RBF SVM,306.23003774881363,54.3908959105304,1.3727651238441467,0.09184770590027576,5.0,0.003,300,"{'model__linear_svm__C': 5.0, 'model__rbf_features__gamma': 0.003, 'model__rbf_features__n_components': 300}",0.948584847051045,0.9493504590195404,0.9514004392540912,0.9499199281485627,0.9498139183683099,0.0010312246924670295,7
4,Approx RBF SVM,474.0349548459053,86.00480822094754,2.491988182067871,0.06712813664923083,5.0,0.003,500,"{'model__linear_svm__C': 5.0, 'model__rbf_features__gamma': 0.003, 'model__rbf_features__n_components': 500}",0.9536744131869169,0.9538311265047903,0.9561709538726565,0.9548069207183101,0.9546208535706685,0.0009945916458817619,4
4,Approx RBF SVM,249.48126178979874,50.339652775419154,1.2736621499061584,0.08278947042702368,5.0,0.01,300,"{'model__linear_svm__C': 5.0, 'model__rbf_features__gamma': 0.01, 'model__rbf_features__n_components': 300}",0.948353818457167,0.9504731658915223,0.9518230092594065,0.9476136059078251,0.9495658998789802,0.0016731906268889372,8
4,Approx RBF SVM,382.30617570877075,93.38442146400763,2.46694552898407,0.14376228879744424,5.0,0.01,500,"{'model__linear_svm__C': 5.0, 'model__rbf_features__gamma': 0.01, 'model__rbf_features__n_components': 500}",0.9559529809232031,0.9549321386284408,0.9572784605678402,0.9569968958923821,0.9562901190029666,0.0009265696685479629,3
4,Approx RBF SVM,302.1617354750633,47.92267859232246,1.2610103487968445,0.08086636824180796,10.0,0.0005,300,"{'model__linear_svm__C': 10.0, 'model__rbf_features__gamma': 0.0005, 'model__rbf_features__n_components': 300}",0.9374797314267523,0.936965508757337,0.939351876607224,0.9377143232270272,0.9378778600045851,0.0008930789978091809,19
4,Approx RBF SVM,418.2045289874077,31.41378107937925,1.8587523698806763,0.517465389709535,10.0,0.0005,500,"{'model__linear_svm__C': 10.0, 'model__rbf_features__gamma': 0.0005, 'model__rbf_features__n_components': 500}",0.9408886108422728,0.9391423285340111,0.9417311479814194,0.9407284440709568,0.9406226328571651,0.0009356878447664781,16
4,Approx RBF SVM,358.3062390089035,13.490079513657832,1.1071363687515259,0.06473362319778217,10.0,0.001,300,"{'model__linear_svm__C': 10.0, 'model__rbf_features__gamma': 0.001, 'model__rbf_features__n_components': 300}",0.9443432951278738,0.9448700778668062,0.947064691898192,0.9451696004569243,0.9453619163374491,0.0010266357993424598,11
4,Approx RBF SVM,392.5609622001648,11.716504599172831,1.3888677954673767,0.20480006153129934,10.0,0.001,500,"{'model__linear_svm__C': 10.0, 'model__rbf_features__gamma': 0.001, 'model__rbf_features__n_components': 500}",0.9485746608158308,0.9480967140665129,0.9496521069275619,0.9496840857322122,0.9490018918855294,0.0006873938674974721,9
4,Approx RBF SVM,254.08282709121704,28.489171129391966,1.146462082862854,0.09318138194382537,10.0,0.003,300,"{'model__linear_svm__C': 10.0, 'model__rbf_features__gamma': 0.003, 'model__rbf_features__n_components': 300}",0.9520329899293357,0.952056528080906,0.9549659716843653,0.9534750779298622,0.9531326419061174,0.001208885430987922,5
4,Approx RBF SVM,344.11492216587067,12.852410644791627,1.009468913078308,0.07383597312099456,10.0,0.003,500,"{'model__linear_svm__C': 10.0, 'model__rbf_features__gamma': 0.003, 'model__rbf_features__n_components': 500}",0.9585561272323676,0.9572285019245815,0.9593038291714853,0.9582063171787797,0.9583236938768036,0.0007463097818785514,2
4,Approx RBF SVM,241.17876183986664,18.29532908549628,0.7525431513786316,0.16964659166905688,10.0,0.01,300,"{'model__linear_svm__C': 10.0, 'model__rbf_features__gamma': 0.01, 'model__rbf_features__n_components': 300}",0.9507001320801756,0.9521312370796562,0.9537556996746499,0.9502310211872772,0.9517045225054397,0.0013756288896652718,6
4,Approx RBF SVM,214.9978063106537,26.301047989274736,0.8734529614448547,0.030498066547618444,10.0,0.01,500,"{'model__linear_svm__C': 10.0, 'model__rbf_features__gamma': 0.01, 'model__rbf_features__n_components': 500}",0.9580349658250605,0.9568680560648002,0.9592845404477435,0.9591352485709282,0.958330702727133,0.0009726119454988611,1
