outer_fold,model,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__early_stopping,param_model__l2_regularization,param_model__learning_rate,param_model__max_iter,param_model__max_leaf_nodes,param_model__min_samples_leaf,param_model__n_iter_no_change,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score
2,HistGradientBoosting,1060.837192952633,17.67701586234243,42.03994208574295,3.8041721118675906,False,0.0,0.05,800,31,40,,"{'model__early_stopping': False, 'model__l2_regularization': 0.0, 'model__learning_rate': 0.05, 'model__max_iter': 800, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 40}",0.9707830646031081,0.9711950352933566,0.9713279743212465,0.9701356059850563,0.9708604200506918,0.000464196523993735,1
2,HistGradientBoosting,290.7165785431862,24.412244864764585,13.082001686096191,1.6115414023111934,True,0.0,0.05,400,31,20,20.0,"{'model__early_stopping': True, 'model__l2_regularization': 0.0, 'model__learning_rate': 0.05, 'model__max_iter': 400, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 20, 'model__n_iter_no_change': 20}",0.9663187688910656,0.9659507446532788,0.9665752951470303,0.9663699819715756,0.9663036976657375,0.0002252563938502205,9
2,HistGradientBoosting,310.6470264196396,38.913501955198335,14.55884176492691,1.699449608409277,True,0.0,0.05,400,31,40,20.0,"{'model__early_stopping': True, 'model__l2_regularization': 0.0, 'model__learning_rate': 0.05, 'model__max_iter': 400, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 40, 'model__n_iter_no_change': 20}",0.9666011472047115,0.9666507931143455,0.9666049849414252,0.9661309575379842,0.9664969706996166,0.00021221851380621835,7
2,HistGradientBoosting,301.48299819231033,15.901043077937976,10.715173244476318,1.0402001254515991,True,0.0,0.05,400,63,20,20.0,"{'model__early_stopping': True, 'model__l2_regularization': 0.0, 'model__learning_rate': 0.05, 'model__max_iter': 400, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 20, 'model__n_iter_no_change': 20}",0.965872323999755,0.964097518695547,0.9657352337328807,0.9654394330957495,0.9652861273809831,0.0007038494584157249,17
2,HistGradientBoosting,294.26985079050064,26.902769229872465,12.283073484897614,1.2810441214534325,True,0.0,0.05,400,63,40,20.0,"{'model__early_stopping': True, 'model__l2_regularization': 0.0, 'model__learning_rate': 0.05, 'model__max_iter': 400, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 40, 'model__n_iter_no_change': 20}",0.9674618672587647,0.9643226742170297,0.9667052232193616,0.965944963875825,0.9661086821427451,0.001162282151195381,11
2,HistGradientBoosting,319.9198879003525,24.2804072043996,13.659888505935669,1.686588217343302,True,0.1,0.05,400,31,20,20.0,"{'model__early_stopping': True, 'model__l2_regularization': 0.1, 'model__learning_rate': 0.05, 'model__max_iter': 400, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 20, 'model__n_iter_no_change': 20}",0.9667891627570939,0.965736028609916,0.9671509747437962,0.9675637816236745,0.9668099869336201,0.0006779194732459305,5
2,HistGradientBoosting,329.7100955247879,26.02159795774204,13.474935054779053,0.9927990481081008,True,0.1,0.05,400,31,40,20.0,"{'model__early_stopping': True, 'model__l2_regularization': 0.1, 'model__learning_rate': 0.05, 'model__max_iter': 400, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 40, 'model__n_iter_no_change': 20}",0.9672282874956207,0.9670329107252189,0.96727211086831,0.9663300703812804,0.9669658448676075,0.00037794907821903025,3
2,HistGradientBoosting,344.76049840450287,34.6638309177521,13.242865204811096,1.2254979461008741,True,0.1,0.05,400,63,20,20.0,"{'model__early_stopping': True, 'model__l2_regularization': 0.1, 'model__learning_rate': 0.05, 'model__max_iter': 400, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 20, 'model__n_iter_no_change': 20}",0.9664080922938065,0.9651234345966309,0.9665064408440217,0.9653974465254984,0.9658588535649895,0.000607200539424683,15
2,HistGradientBoosting,313.2127368450165,20.59403961214092,12.50380653142929,0.20488765437257353,True,0.1,0.05,400,63,40,20.0,"{'model__early_stopping': True, 'model__l2_regularization': 0.1, 'model__learning_rate': 0.05, 'model__max_iter': 400, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 40, 'model__n_iter_no_change': 20}",0.9673071801308448,0.9653083268786882,0.9678659330525883,0.9663404086642429,0.9667054621815909,0.0009739107066401198,6
2,HistGradientBoosting,463.9888305068016,49.953683043714456,20.115441381931305,1.9812467572980432,True,1.0,0.05,400,31,20,20.0,"{'model__early_stopping': True, 'model__l2_regularization': 1.0, 'model__learning_rate': 0.05, 'model__max_iter': 400, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 20, 'model__n_iter_no_change': 20}",0.9678271125342397,0.9678138022050872,0.9674322157908803,0.966713418216005,0.967446637186553,0.00045204802744209393,2
