outer_fold,model,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__max_depth,param_model__max_features,param_model__min_samples_leaf,param_model__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score
4,Random Forest,963.568574488163,22.053797328570024,4.74224978685379,0.2142885439336545,30,sqrt,2,1000,"{'model__max_depth': 30, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 2, 'model__n_estimators': 1000}",0.963844104560067,0.9625025784295995,0.9663183609000533,0.962916725935848,0.9638954424563919,0.001480804307542991,24
4,Random Forest,324.75084042549133,2.3532348933051277,2.4010074138641357,0.24325493259873981,,log2,1,500,"{'model__max_depth': None, 'model__max_features': 'log2', 'model__min_samples_leaf': 1, 'model__n_estimators': 500}",0.9658736037381325,0.9640796723778174,0.9674751649007411,0.9647320952663757,0.9655401340707668,0.0012885477676417806,2
4,Random Forest,530.6417242884636,4.771664393136943,4.399195432662964,0.21625929232100594,,log2,1,800,"{'model__max_depth': None, 'model__max_features': 'log2', 'model__min_samples_leaf': 1, 'model__n_estimators': 800}",0.9657013869196447,0.9640021868565574,0.9673091518225669,0.9644869939866889,0.9653749298963644,0.0012767774160833182,10
4,Random Forest,653.8221628665924,7.634791194237993,5.004607915878296,0.5344492193073147,,log2,1,1000,"{'model__max_depth': None, 'model__max_features': 'log2', 'model__min_samples_leaf': 1, 'model__n_estimators': 1000}",0.9652686196053277,0.964252723307138,0.9673794573673387,0.9643770851772276,0.9653194713642581,0.0012522151749149904,12
4,Random Forest,325.4108574986458,4.217970034304586,2.3962116837501526,0.14866695804144758,,log2,2,500,"{'model__max_depth': None, 'model__max_features': 'log2', 'model__min_samples_leaf': 2, 'model__n_estimators': 500}",0.9637196545955763,0.9618074887469833,0.9663643607006397,0.9630943203293434,0.9637464560931357,0.0016612509050504928,30
4,Random Forest,516.1961948871613,5.482896173413781,3.9192691445350647,0.3292236340141796,,log2,2,800,"{'model__max_depth': None, 'model__max_features': 'log2', 'model__min_samples_leaf': 2, 'model__n_estimators': 800}",0.9638488811907181,0.9619351392944719,0.9662337627914191,0.9638759110889166,0.9639734235913815,0.001523872999297752,19
4,Random Forest,644.5576074719429,6.124983656173976,4.063043594360352,0.05846206905249804,,log2,2,1000,"{'model__max_depth': None, 'model__max_features': 'log2', 'model__min_samples_leaf': 2, 'model__n_estimators': 1000}",0.963639464538296,0.9619716640948892,0.9661768525911497,0.963680297429647,0.9638670696634954,0.001501195140774548,27
4,Random Forest,496.45921927690506,4.934194904696719,2.2904959321022034,0.18774728897092652,,sqrt,1,500,"{'model__max_depth': None, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 1, 'model__n_estimators': 500}",0.9652898028649382,0.9640586669283627,0.9677018522264587,0.9645486098527969,0.9653997329681391,0.001399527276228198,8
4,Random Forest,756.8939455747604,6.241127207912137,3.0032246112823486,0.18163211931929607,,sqrt,1,800,"{'model__max_depth': None, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 1, 'model__n_estimators': 800}",0.9655065934954771,0.9640198057514813,0.9678682017778535,0.9645915288964128,0.9654965324803061,0.0014683894067515487,6
4,Random Forest,884.7332788705826,4.708229674507875,3.4219895005226135,0.3399979497100226,,sqrt,1,1000,"{'model__max_depth': None, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 1, 'model__n_estimators': 1000}",0.9651152427576144,0.9640509248826087,0.9679856649356016,0.9646216653841688,0.9654433744899983,0.00151534096058655,7
4,Random Forest,465.00615924596786,2.1896855142287914,2.0895633697509766,0.0926104856482833,,sqrt,2,500,"{'model__max_depth': None, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 2, 'model__n_estimators': 500}",0.9639752035312276,0.9627530937405417,0.9659342727319647,0.9631683663098772,0.9639577340784028,0.0012228317595233118,21
4,Random Forest,680.7215448021889,4.247852995738453,2.549902558326721,0.09774721187172983,,sqrt,2,800,"{'model__max_depth': None, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 2, 'model__n_estimators': 800}",0.9637179223923459,0.9623629906266108,0.966435732861005,0.9628874087705298,0.9638510136626228,0.0015685370225529886,28
4,Random Forest,776.2132570147514,6.610669411118288,2.9072423577308655,0.13384279996475898,,sqrt,2,1000,"{'model__max_depth': None, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 2, 'model__n_estimators': 1000}",0.963710194916623,0.962614516512424,0.9662706277453321,0.9629709608632494,0.9638915750094071,0.0014292654992331755,25
