outer_fold,model,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__max_depth,param_model__max_features,param_model__min_samples_leaf,param_model__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score
3,Random Forest,324.05594313144684,4.487658088200722,2.4849312901496887,0.1680853948778531,20,log2,1,500,"{'model__max_depth': 20, 'model__max_features': 'log2', 'model__min_samples_leaf': 1, 'model__n_estimators': 500}",0.9662350156124736,0.9652765947003482,0.9663754384052455,0.9649972708809564,0.965721079899756,0.0005945127329799622,15
3,Random Forest,519.4632579684258,2.956072426034422,4.213726818561554,0.49873706388172323,20,log2,1,800,"{'model__max_depth': 20, 'model__max_features': 'log2', 'model__min_samples_leaf': 1, 'model__n_estimators': 800}",0.9664683832916131,0.9651387987858866,0.9660042728532594,0.964879654834644,0.9656227774413508,0.0006416881156077324,17
3,Random Forest,650.6050538420677,8.797540975667083,5.1012367606163025,0.3788170738351605,20,log2,1,1000,"{'model__max_depth': 20, 'model__max_features': 'log2', 'model__min_samples_leaf': 1, 'model__n_estimators': 1000}",0.9662943964510045,0.9654010983894314,0.9658190770715928,0.9646121404268804,0.9655316780847272,0.0006178466729152871,18
3,Random Forest,322.30572032928467,4.401391157430994,2.5263843536376953,0.12465745836422167,20,log2,2,500,"{'model__max_depth': 20, 'model__max_features': 'log2', 'model__min_samples_leaf': 2, 'model__n_estimators': 500}",0.9654262824421291,0.9648205504669994,0.9645783517391612,0.9626897673204328,0.9643787379921807,0.0010228654867004121,34
3,Random Forest,521.5554221868515,1.9725705917955707,4.650786340236664,0.43198229410596306,20,log2,2,800,"{'model__max_depth': 20, 'model__max_features': 'log2', 'model__min_samples_leaf': 2, 'model__n_estimators': 800}",0.9650338836968211,0.9647773234957531,0.9648287547812064,0.963105636649539,0.9644363996558298,0.0007742882162329543,32
3,Random Forest,648.6930530071259,3.0452230220532215,5.078568398952484,0.4620815528749135,20,log2,2,1000,"{'model__max_depth': 20, 'model__max_features': 'log2', 'model__min_samples_leaf': 2, 'model__n_estimators': 1000}",0.9655775386620367,0.9646592683330792,0.9644796226844098,0.9630449644153019,0.9644403485237069,0.0009068856823407171,31
3,Random Forest,481.6274062395096,6.72657084644246,2.3935298919677734,0.18326813450093685,20,sqrt,1,500,"{'model__max_depth': 20, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 1, 'model__n_estimators': 500}",0.9661569353547351,0.9662452463732374,0.9658623141492568,0.9652255308006126,0.9658725066694605,0.00039953605160184344,13
3,Random Forest,775.2958328127861,11.87006828462201,3.9421677589416504,0.1286914710110917,20,sqrt,1,800,"{'model__max_depth': 20, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 1, 'model__n_estimators': 800}",0.9665777092242507,0.965782173177386,0.9656641416013163,0.9644836943394315,0.9656269295855961,0.0007477389344314961,16
3,Random Forest,974.8165714144707,16.334426367237636,4.6307677030563354,0.4385848327035929,20,sqrt,1,1000,"{'model__max_depth': 20, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 1, 'model__n_estimators': 1000}",0.9667786274297808,0.9657953998015818,0.9658385956187693,0.9649149837675226,0.9658319016544137,0.0006592429937936898,14
3,Random Forest,480.6257623434067,3.2684996023054134,2.43953400850296,0.1556327002663326,20,sqrt,2,500,"{'model__max_depth': 20, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 2, 'model__n_estimators': 500}",0.9657472663371741,0.9646581944128676,0.9644491827482486,0.9628650225635111,0.9644299165154504,0.0010291726798486037,33
3,Random Forest,770.5104995965958,15.337649512721203,3.889278829097748,0.3116981449300057,20,sqrt,2,800,"{'model__max_depth': 20, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 2, 'model__n_estimators': 800}",0.9655246039296409,0.9642726312352341,0.9641505520508804,0.9627999568528346,0.9641869360171476,0.0009645898234167747,36
3,Random Forest,950.1117196679115,5.476546453467621,4.6595447063446045,0.23023671946021582,20,sqrt,2,1000,"{'model__max_depth': 20, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 2, 'model__n_estimators': 1000}",0.9652064394224181,0.9643516521795992,0.96430843745455,0.9629396499037769,0.964201544740086,0.0008118112767579739,35
3,Random Forest,330.74800968170166,2.0419996738966395,2.7575855255126953,0.13950211253516362,30,log2,1,500,"{'model__max_depth': 30, 'model__max_features': 'log2', 'model__min_samples_leaf': 1, 'model__n_estimators': 500}",0.9678440892015492,0.965681840432775,0.9666699295558613,0.9652330811005349,0.96635723507268,0.0010035428631913791,12
3,Random Forest,535.0530346632004,4.8180053786735995,4.415455341339111,0.503603064853017,30,log2,1,800,"{'model__max_depth': 30, 'model__max_features': 'log2', 'model__min_samples_leaf': 1, 'model__n_estimators': 800}",0.9681298463941874,0.9659874711156484,0.9670064013998775,0.9652763228506844,0.9666000104400994,0.0010762091939975965,6
3,Random Forest,673.1927367448807,6.363339301590166,5.577655673027039,0.21063493693428262,30,log2,1,1000,"{'model__max_depth': 30, 'model__max_features': 'log2', 'model__min_samples_leaf': 1, 'model__n_estimators': 1000}",0.9680299570816749,0.9660385698114149,0.9667159417652316,0.9653077231178874,0.9665230479440523,0.0010024615540503773,8
3,Random Forest,331.23086750507355,3.864999568621014,2.3542718291282654,0.06155244362400557,30,log2,2,500,"{'model__max_depth': 30, 'model__max_features': 'log2', 'model__min_samples_leaf': 2, 'model__n_estimators': 500}",0.966000950680631,0.9646820558929322,0.9650273234775791,0.9636784215179449,0.9648471878922718,0.0008301958828884047,25
3,Random Forest,528.5833618044853,7.330696576924431,3.7795143127441406,0.08676749362962421,30,log2,2,800,"{'model__max_depth': 30, 'model__max_features': 'log2', 'model__min_samples_leaf': 2, 'model__n_estimators': 800}",0.9654330035417927,0.9643347514889398,0.9650754371228444,0.9639285295829727,0.9646929304341374,0.0005930051411295696,29
3,Random Forest,649.3485112190247,3.1985690515426315,4.780455112457275,0.50054906900749,30,log2,2,1000,"{'model__max_depth': 30, 'model__max_features': 'log2', 'model__min_samples_leaf': 2, 'model__n_estimators': 1000}",0.9658904254677865,0.964720510718638,0.9650701780556273,0.9638837323690871,0.9648912116527848,0.0007201754191575924,24
3,Random Forest,500.487429857254,4.179639754327948,2.4082003831863403,0.18701603766909206,30,sqrt,1,500,"{'model__max_depth': 30, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 1, 'model__n_estimators': 500}",0.9668715162528864,0.9667085707141463,0.9665745713556458,0.9655106287094425,0.9664163217580303,0.0005333700202260903,11
